Amount Awarded,Core Funding Area,Initiative,Project Duration,Region,summary,TWCF Number,url
"$4,487,970",Individual Freedom and Free Markets,,1 July 2014 - 30 June 2016,North America,"AEI has begun a substantial new body of work—one that represents a dramatic shift for the Institute—called the Program on Human Flourishing. This new effort is dedicated to fostering a deeper understanding of the cultural underpinnings of free enterprise and entrepreneurship in the United States and around the world—and connecting those underpinnings to the path to universal human well-being. We believe that economic well-being and happiness are impossible without a strong base of individual freedom and human rights. As Sir John Templeton once noted: “capitalism enriches the poor more than any other system humanity has had.”At AEI, we believe that the purpose of free enterprise is human flourishing, not materialism. We believe that it is only through free enterprise that we can stimulate true prosperity and innovative thinking—as opposed to simply treating poverty. To do this, we need three things: moral transformation (faith, family, community, work); material relief (housing, food, medical care), and opportunity for all (education and a strong free enterprise system). We plan to study how free enterprise can provide these things, and what the best policies are to strengthen this path to prosperity both nationally and internationally.We will also examine the basis for individual freedom in the United States and around the world; because we know that economic freedom and individual freedom must exist in tandem. As Milton Friedman noted in his renowned book, Capitalism and Freedom, “economic freedom plays a dual role in the promotion of a free society. On the one hand, freedom in economic arrangements is itself a component of freedom broadly understood, so economic freedom is an end in itself. In the second place, economic freedom is also an indispensable means toward the achievement of political freedom.”",0102,https://www.templetonworldcharity.org/projects-database/aeis-program-human-flourishing
"$1,514,977",Big Questions,,1 May 2014 - 30 April 2017,Europe,"We live in a world that seems to be governed, at all scales, by the laws of physics. How can there be agency in such a world? How can agents influence the course of nature if they are, at the same time, subjected to her universal laws? How do we “fit in”? This problem of agency constitutes the overarching Big Question that this project is intended to address. An answer to this question is a necessary precondition for an understanding of free will and responsibility. While traditionally the subject of philosophy and theology, the ultimate scope and power of agents – as embodied and physical objects – has recently also become a topic of interest in quantum physics, both from a foundational perspective and through its revolutionary impact in the fields of quantum information and computation. Despite these recent advances, we are still facing age-old conceptual problems about agency and the effectiveness of our thoughts and intentions, to the point that many people are now convinced that in a fully scientific world view there is no room for a reasonable notion of agency. Our project is devoted to a critical evaluation of this trend, which we see as detrimental to the growth and development of humanity in our world.We expect to break new ground for our understanding of agency by using a multidisciplinary approach that brings together experienced researchers in quantum physics and in philosophy. We will connect these disciplines by focusing on explicit models that retain a high degree of disciplinary embedding. On the physics side, we will develop models of agency that can be fully described in the language of physics and information processing. This will include models of quantum agents that exploit basic features of quantum physics, such as quantum superposition, interference, as well as de-coherence, as a resource for their agency. On the philosophical side, research will start by analyzing these simple, but explicit physical models for agents, employing methods from analytical philosophy. We will thereby take a fresh look on different current philosophical positions regarding the problem of agency, causation, diachronic identity, intentionality, and powers.",0078,https://www.templetonworldcharity.org/projects-database/agency-and-quantum-physics
"$1,113,340",Big Questions,,15 April 2014 - 14 April 2017,Africa,"Ubuntu is the African idea of personhood: persons depend on other persons to be. This is summarized in the expression: ""umuntu ngumuntu ngabantu"", that is, a person is a person through persons. The main purpose of the proposed project is to mobilize the concept of Ubuntu, so as to tackle a range of problems that confront the continent, especially in post-conflict situations. The concept of Ubuntu is researched in different contexts, each represented by a separate research cluster. The first cluster seeks to build a nuanced theoretical framework for the project, unpacking the idea of Ubuntu as a viable philosophical category. It seeks to understand Ubuntu’s etymological roots on the continent, and to surface a range of theoretical possibilities that Ubuntu is likely to offer in dealing with continental problems. The second cluster examines the concept of Ubuntu in the personal narratives of African believers in a set of selected African countries that have undergone violent and traumatic experiences. It investigates whether Ubuntu philosophy interfaces with religion in Africa, and whether Ubuntu shapes the spiritual outlook of faith communities on the continent. This cluster also explores how African communities engage with trauma, by evoking the everyday practices rooted in values of Ubuntu, to achieve recovery and healing. The third cluster approaches Ubuntu from the perspective of its negation, and focuses on inter-personal violence in Africa. There is widespread international acceptance that some form of accountability is required to prevent repetition of unlawful killings. However, how should accountability be understood in the African context? The fourth cluster will explore the relationship between (foreign) policy and the values of Ubuntu, focusing specifically on the extent to which it will be possible for South Africa to implement its declared Ubuntu foreign policy, which is aimed at the promotion of peace, security and development on the African continent.The outputs of the project are targeted at a broad audience (from academics to the youth), using different media, including research papers, talks, plays and art work. ",0085,https://www.templetonworldcharity.org/projects-database/meaning-and-value-ubuntu-human-and-social-development-africa
"$933,223",Big Questions,Big Questions in Classrooms,1 April 2014 - 31 March 2017,Europe,"The ""God and the Big Bang"" project provides 16-18 year olds an exciting opportunity to discover, discuss and debate the compatibility of science and faith.The project was motivated by the research findings of LASAR (Learning about Science and Religion), a research project which showed that many 16-18-year-old students in England struggle to access the view that science and religion are compatible. The research highlighted that students recognise that their science teachers often feel uncomfortable about addressing questions that relate to religion, whilst their RE teachers often feel they are not sufficiently knowledgeable to respond to questions about science, prompting young people to remain silent rather than feeling able to explore this subject.As such, the project runs full-day conference style school events bringing GCSE, AS and A Level students into a forum with eminent scientists who have a religious faith. The aim is to equip young people with the all-important tools they need in order to form their own opinions and engage in rational, exciting, well-reasoned and thought-provoking discussion about the place for science in God’s world. The events consist of a keynote talk by a prominent member of the science-faith community; hands-on, interactive science sessions; and, a question and answer panel session.Sir John Templeton believed that we have far more questions than answers. God and the Big Bang allows some of these fascinating questions to be aired, meeting with deeply insightful, respectful and honest answers and prompting a high level of discussion around science and faith. These events support teachers of science and religious education building their confidence in helping students to grapple with current ideas surrounding science and faith. The days also inspire young people to embark on their own journey of discovery, creating a generation of excited, curious thinkers who will remember the event for many years to come.The project will be running sixty events to be held at a variety of venues across the UK over three years. ",0088,https://www.templetonworldcharity.org/projects-database/god-and-big-bang
"$1,611,800",Big Questions,,24 March 2014 - 23 June 2015,Europe,"Our project is to produce a 120 minute dramatic film telling the story of Michael Faraday, the scientific genius who unlocked the secrets of electricity and whose exploration of the natural world was inspired by his belief in the rationality and goodness of God. The project addresses the growing misconception in contemporary culture that religious beliefs and the pursuit of scientific enquiry are incompatible.Michael Faraday was the inventor of the electric dynamo, father of the ‘Age of Electricity’, and proponent of Field Theory. He was arguably the greatest experimental scientist of the last two hundred years, and according to Einstein, made the ‘greatest change in our perception of reality.’ Michael Faraday had a profound belief in God, and this project concerns itself not only with the possible compatibility of faith and science at the highest level, but also the more far-reaching question: ‘Can a belief in God, so far from being an impediment to scientific integrity, be a benefit to science?’",0081,https://www.templetonworldcharity.org/projects-database/power-glory
"$588,061",Big Questions,,24 February 2014 - 31 January 2017,North America,"Many biological systems seem driven to have high complexity, often accompanied by low entropy. Prominent examples over evolutionary timescales include the major transitions in organismal complexity, e.g., the jump from primordial soup to DNA (prokaryotes), the introduction of multipleorganelles in the same cell, and the introduction of the epigenome. If complexity is bounded below, then if a system starts with low complexity, simple stochastic drift in the value of complexity would result in its expected complexity rising in time (Gray et al. 2010, Krakauer 2011 and references therein). However most systems initialized with low complexity stay at low complexity (e.g., ideal gases). Moreover, most systems initialized with high complexity quickly simplify, as their entropy increases. The question is what distinguishes such systems, such as the many examples of biological systems that appear driven to achieve and maintain high complexity. Many processes can drive complexity increases / entropy decreases in biological systems. These include natural selection and adaptation, auto-catalysis, constructive neutral evolution, and embryogenesis. The second law of thermodynamics does not prohibit any of these processes even though they decrease entropy, since the biological systems in which they arise are open systems. However the second law may in fact underlie these processes, at a fundamental level. This possibility is known as “Schrodinger’s paradox” (Schrodinger 1944). Maynard Smith argued non-quantitatively that each major increase in organism complexity increased how much information is stored in the organism, and how much flows from higher to lower scales (Maynard Smith 1970, Maynard Smith 2000). This suggests that information theory is key to understanding these complexity increases. In addition, one can define complexity in information-theoretic terms, as the project leader has recently elaborated (Wolpert 2012). Finally, thermodynamics itself (including the second law) can be cast in terms of information theory. In light of this, we propose that information theory is the key to relating biological complexity increases and thermodynamics. ​  ",0079,https://www.templetonworldcharity.org/projects-database/information-theory-ecosystems-and-schrodingers-paradox
"$1,154,261",Big Questions,,3 February 2014 - 21 January 2017,Oceania,"The lack of a rigorous account of biological information as a proximal causal factor in biological systems is a striking gap in the scientific worldview. This project aims to fill that gap by grounding the idea of biological information in a contemporary philosophical account of causation, and showing that biological information is a substantive causal factor in living systems.The project is driven by biology (rather than information-theory), and we begin with the most common source of informational ideas in contemporary biology – the coding relation between nucleic acid and protein. Francis Crick's work on the problem of protein synthesis transformed the notion of biological specificity (the ability of biomolecules to catalyse very specific chemical reactions) from a physical concept based on stereochemistry (the three-dimensional shape of molecules) to an informational concept based on the linear correspondence between molecules, most famously in the case of the genetic code. ""Information"", Crick wrote, ""means here the precise determination of sequence, either of bases in the nucleic acid or of amino acid residues in the protein."" (1958 p153, his emphasis). We call this sense of information 'Crick information' and in the project we will use a widely supported contemporary philosophical account of causation to both give a rigorous account of 'precise determination', and to show how this idea can be grounded in particular kinds of causal relations.After operationalising Crick Information, we will extend it to show how it can be applied to the broadest possible range of biological processes. This will include information-processing in gene regulatory networks, epigenetics and the role of the environment in development, and the emergence of de novo information from processes of self-organisation. The unification of these processes under a single account of information will vindicate the idea that biological systems are distinctive amongst physical systems in being informed systems, without subscribing to a narrowly gene-centric view of biological information. ",0063,https://www.templetonworldcharity.org/projects-database/causal-foundations-biological-information
"$1,900,309",Big Questions,,1 January 2014 - 31 December 2016,Oceania,"The scientific method is grounded on the concept of causation and intelligent agency. In this project, we aim to give a philosophically coherent, theoretically justified and experimentally validated defence of the thesis that to be a cause, information must be embodied and acquires causal power when intelligent agents use embodied information to optimise their performance in a physical setting. The project will address big questions including: Does information have causal power? How does one understand causal relations in a quantum world? Are there new quantum architectures for control, based on automated intelligent agents (IA) with access to the full power of quantum information processing?The project is structured around three integrated investigations, philosophical, theoretical and experimental. The theoretical investigation will use quantum information theory to find communication tasks that lead to novel causal structures, determine if a quantum intelligent agent (IA) can learn more efficiently than a classical IA, and design linear optical schemes for the experiment. The philosophical component will explore the extent to which quantum information throws light on how we should understand causation and will integrate the theory and experimental results to provide a coherent defence of the thesis that information has causal power in quantum physics. At the end of the project we will have discovered—and experimentally implemented—a set of statistical inequalities for testing quantum causality and a new class of quantum control protocols incorporating quantum computation.",0064,https://www.templetonworldcharity.org/projects-database/causal-power-information-quantum-world
"$1,152,955",Big Questions,,1 January 2014 - 31 December 2016,Europe,"This project will begin with a puzzling problem regarding the role of probability at the nexus of quantum information and statistical mechanics. Statistical mechanics explains the behaviour of everyday objects by averaging over many atoms. Quantum information is a new field, studying systems with very few atoms, but needs statistical mechanics to solve theoretical and technological problems. The link between them is vital, but poorly understood. How can statistical mechanics be fruitful in quantum information, far from its original domain?Our guiding question will be: What is the role of information in the foundations of statistical mechanics and how should statistical mechanics in quantum information processing be understood? The project will proceed through an interdisciplinary cross-fertilisation of ideas, bringing together techniques and expertise from physics, philosophy of science and metaphysics. By applying the latest conceptual developments in each discipline to this problem, we will demonstrate novel resolutions of longstanding issues regarding causality, perspective, the arrow of time and the nature and role of information in the foundations of modern physics. We hope this project will help clarify the theoretical and practical needs to construct realistic quantum computing technology; contribute towards significant changes in the research direction of the foundations of thermal physics, of work on time-asymmetry and work on the physical nature of information. ",0057,https://www.templetonworldcharity.org/projects-database/information-quantum-physicsstatistical-mechanics-nexus
"$495,820",Big Questions,,1 November 2013 - 31 August 2016,Oceania,"Every religion is based on the premise that individuals matter. Despite the central importance that religions accord to each and every life, however, the personal consequences of religion remain fascinatingly unclear. Longitudinal studies offer unparalleled power for understanding how religion makes a difference to people throughout their lives. The current project supports the New Zealand Attitudes and Values Survey (NZAVS), a 20-year national longitudinal study that was launched in 2009 to document patterns of stability and change in values across New Zealand.The NZAVS already contains questions about religion, but our project will extend its religion coverage and will provide critical infrastructure that will greatly improve its ability to sustain a long-term investigation of religion and personal well-being. Specifically, our project will enlarge the NZAVS religious community sample, and will place the investigators in face-to-face contact with participants throughout New Zealand.The project will explore the following questions: 1)What are the different types of religious and moral orientations in New Zealand, and how are they related over time in a person's ""spiritual character""? 2) How does spiritual character affect personal well-being over time? 3) How is spiritual character changing in New Zealand's third-largest city (Christchurch: population 367,700), as it recovers from a terrible earthquake that destroyed one-third of the city's buildings and killed one-hundred and eighty-five people?This project hopes to produce peer-reviewed scholarly articles, media coverage, and a monograph for a broad scholarly audience and general public. The project offers the unprecedented opportunity for understanding the personal consequences of religion over time and across an entire nation, and will improve understanding about the spiritual dimensions of disaster recovery.",0077,https://www.templetonworldcharity.org/projects-database/personal-consequences-religion-20-year-nationally-representative-longitudinal
"$895,449",Big Questions,,1 November 2013 - 31 October 2016,North America,"Information and causation are two vital domains of science—and they are in need of unification. The project aims to develop a theory of information as maximally irreducible causation. Fundamental to this approach is the integrated information theory of consciousness; that is, experience as a fundamental property of reality.First, this project explores intrinsic causal information as “differences that make a difference.” It examines this notion both from the intrinsic perspective of a system in a given state (causal power, i.e., potential causes and effects), and from the perspective of an outside observer who takes into account the transitions between system states (causal action, i.e., actual causes and effects). This theory considers mechanisms in a state, the effects of causal interventions, and various facets of mechanisms. In this framework, causal information leads to a definition of emergence, meaning that the maxima of causal power can occur at a macro-level, causally superseding the micro-level.Second, this project addresses causal information during evolutionary adaptation to a complex world. The aim is to show that, under selective pressure, the causal information structure of simulated organisms will increasingly “match” the causal structure of the environment. In turn, this leads to the prediction that as organisms evolve to better understand and control their environment, their causal power will increase.One objective is to establish this evaluation of causal information as a standard tool for the analysis of complex adaptive systems.",0067,https://www.templetonworldcharity.org/projects-database/integrated-information-maximally-irreducible-causation
"$1,304,950",Character Virtue Development,,1 October 2013 - 30 September 2016,The Bahamas,"The drug crisis in the Bahamas, paired with the recent socioeconomic downturn, has led to increases in violence, lack of respect for property, and youth gang formation, resulting in a breakdown of family values. These forces fracture and fragment Bahamian society, coalescing into a self-perpetuating culture of antagonism. In response to this community fragmentation, “The Family: People Helping People” Program is an intervention designed to improve socialization in Nassau, The Bahamas. The group therapy model offers support, opportunities, and training to improve communication and relationships. The Family aims to help people replace negative emotions and behaviors with positive ones through open discussion. While similar therapy models only target one main aspect of rehabilitation, The Family project addresses a broader range of psychosocial issues to facilitate community re-building through personal transformation. The core question is: What is necessary to improve long-term socialization in the Bahamian community?De-socialization is the process of creating a presence for the Shame Self, characterized by fear, hurt, and anger, which results in a diminished and destructive view of the self, life, and the world. In contrast, re-socialization is defined as the process of developing an inner vision of the Self extending beyond one’s limitations to experience one’s potential that is characterized by love, compassion, gratitude, and forgiveness. We will address the core question of finding what is necessary to improve long-term socialization in the Bahamian community by building up the main work of The Family program through widening the therapeutic scope and teaching its doctrine to others. Resources are needed to operate The Family project over a long-term period, as well as to develop a rigorous instrument to define and evaluate how treatment is able to change the view of the Self and influence social behavior (re-socialization). Furthermore, we propose to train lay and professional therapists to aid the healing process of others in their community. Finally, we want to expand the Family project into other fragmented areas to widen its reach. These new Family projects will provide insight into the role of cultural influences in re-socialization psychotherapy. ",0073,https://www.templetonworldcharity.org/projects-database/family-people-helping-people
"$911,286",Big Questions,,1 October 2013 - 31 July 2016,North America,"How does information act in living matter? And how does it relate to the nature and dynamics of the material substrate that instantiates it?This project addresses these questions by focusing on how the informational aspect of life first emerged. Then, it examines the organizational principles that underpin this transition. We hypothesize that the origin of life should be identified with a transition in the pattern of information flow.Although the problem of how life began has been the subject of research over many decades, the field has been dominated primarily by pre-biotic experimental chemistry. Our approach differs by being information-based, and capitalizes on new developments in systems chemistry and systems biology. It also considers important recent advances in information theory and complexity theory. These advances are being applied successfully to many varieties of complex systems, but have not yet been applied to the problem of the origin of life.The emergence of life is more than a mere advanced stage in the complexification of matter. Rather, life’s origin involves a fundamental change in the logical organization of matter and the relationship between parts and wholes. The challenge is to explain this transition without falling into the trap of vitalism—a challenge which this project aims to tackle.  ",0054,https://www.templetonworldcharity.org/projects-database/emergence-life-transition-causal-and-informational-architecture
"$2,820,697",Big Questions,,1 October 2013 - 30 September 2016,Europe,"The project investigates what aspects of reality are amenable to experimental investigation. The guiding question is: “How can foundational questions about the nature of quantum reality be investigated by scientific method?” Within the scope of this overall question, we specifically seek to answer three questions formulated at the conference about experiments to probe the foundations of quantum physics:1. What experiments can probe macroscopic superpositions, including tests of Leggett-Garg inequalities?2. What experiments are useful for large complex systems, including technological and biological?3. How can the progressive collapse of the wave function be experimentally monitored?We seek to assess the answers to these questions in regard to their ultimate theo-philosophical significance. The project involves devising and implementing experiments which enable aspects of the nature of quantum reality, relevant to the measurement being made, to be investigated practically. Our three chosen systems for the experiments are molecular devices, spin chains or lattices such as order-disorder ferroelectrics or simple ferromagnets, and ion traps.Each experiment will be preceded by a rigorous evaluation of the quantum coherence required for the hypothesis to be tested. In order to apply the progress on the three questions to philosophical and theological beliefs, there will be a further sub-project on experimental metaphysics, which will address the question: how can metaphysical beliefs be informed by empirical investigations? The results of the research will be presented at international conferences, and will be published through internationally peer- reviewed scholarly journals, preferably with open access. The project will concentrate on the relation between theory, experiment, and philosophy, since this is where greatest advances are currently being made. There are important questions in the relation to theology, for example in the nature and properties of information. Foundational work undertaken in this project, if it is successful, could lead to new questions and avenues of enquiry into the nature of informational and physical reality and the relation between them, including questions of how information (including spiritual information) is accessible to physical beings, and how the divine might be instantiated physically (e.g. in the Christian doctrine of incarnation).",0059,https://www.templetonworldcharity.org/projects-database/experimental-tests-quantum-reality
"$363,828",Big Questions,,1 October 2013 - 30 September 2016,Europe,"The purpose of this project is to discover the single underlying explanation for all distinctive properties of information in Physics and beyond, which is at once the root of both the familiar properties of information, such as transcending specific embodiments, and its apparently paradoxical quantum-mechanical ones.Our main innovative tool for addressing this is Constructor Theory, recently proposed by David Deutsch. This theory expresses all scientific theories in terms of a dichotomy between possible and impossible physical transformations - an audacious departure from existing fundamental physics (whose dichotomy is between what happens and what does not, given initial conditions).Applying the constructor-theoretic approach to information theory, we have established the result that a simple constructor-theoretic property of the laws of quantum physics implies all the disparate features that distinguish quantum information from classical, thus revealing the hitherto mysterious connection between them. (Deutsch and Marletto, 2014)Building on these results (Marletto, 2015), we have also addressed the issues of whether and how certain properties of living entities, such as the ability to self-reproduce and replicate, can be possible under no-design laws of physics. One shows that they can, provided that those laws allow, in addition to enough resources, information media, as characterised in the constructor theory of information.Our work is now focussed on two projects,“Constructor Theory of Testability” and “Constructor Theory of Probability”. The latter generalises the well-known arguments to show how the Born Rule can emerge in unitary quantum mechanics, un-augmented with additional probabilistic postulates. Our constructor-theoretic generalisation depends on fewer and much simpler axioms, which are better motivated physically and are now expressed in an information-theoretic form. The Constructor Theory of Testability uses this argument to show that Unitary Quantum Theory is testable against rival theories. A new strand of research in the direction of investigating the properties of superinformation media has also emerged, using the information-theoretic tools of constructor theory to explore the information-theoretic properties of quantum media – chiefly, the possibility of teleportation  – regarding quantum systems as a special case of superinformation media.",0068,https://www.templetonworldcharity.org/projects-database/constructor-theory-information
"$1,495,910",Big Questions,,1 September 2013 - 31 August 2017,Europe,"​This project addresses a serious blockage to interchange between theology or philosophy of religion and the sciences, namely the lack of adequate knowledge of actual scientific practice on the part of theologians and philosophers of religion. Following a rigorous appointment process, we have appointed three highly skilled individuals with appropriate theological and philosophical backgrounds at doctoral level. The fellows will be embedded for three years in scientific research clusters in Cambridge working at the cutting edge of their fields, and provided with substantial mentoring from both the science and the theology/philosophy sides. The fellows will also be associate members of the same Cambridge college for the duration of their fellowships, and will have regular opportunities in that context for engagement with each other, and with the wider Cambridge intellectual environment. Each fellow will be provided with the resources and the guidance necessary to pursue intensive engagement with the relevant scientists, to consult with relevant scholars nationally and internationally, to publish his or her findings, and to develop his or her career. By producing three highly-trained fellows who have had the opportunity for an extraordinarily deep engagement with working scientists, by facilitating their production of excellent publications and other scholarly contributions, and by demonstrating the fruitfulness of this kind of extended, intensive cross-disciplinary engagement, this project will be a catalyst for the next generation of work on theology / philosophy of religion and the sciences, significantly increasing the pool of people with the training necessary to produce that work. It will also develop the institutional capacity of Cambridge to host such work, by yielding deepened interdisciplinary relationships within Cambridge, between the Faculty of Divinity, the Faculty of Philosophy and the Department of the History and Philosophy of Science, and the relevant science departments and institutes.​",0062,https://www.templetonworldcharity.org/projects-database/templeton-twcf-post-doctoral-fellowships-theology-philosophy-religion-and
"$968,036",Character Virtue Development,,16 August 2013 - 16 August 2015,North America,"Through previous work of our Character Project, we found increasing support for the existence of character traits, leading us to new questions.Which character traits exist?
How prevalent are they, and what is their underlying psychological nature?
Can we make sense of the idea that, as Aristotle believed, most people neither have moral virtues nor moral vices, and what implications would this view have for virtue ethics, and for moral improvement in general?
What is best model of the ""role of God"" in the cultivation of character virtues?This project builds on the previous success of the Character Project with a two-year Research Program at Wake Forest University on the psychology of character, which conducts and disseminates empirical research regarding the structure, consistency, perception, and influence of traits related to moral choice. This includes research in the philosophy and theology of character, with a focus on the existence of character traits that are neither virtues nor vices, and on God's role in influencing character.Anticipated outputs include a book, a research conference, three edited volumes, nine videos, many papers and talks, and two journal special issues. We hope this project will lead to increased interdisciplinary work being done among scholars studying character, increased academic understanding of character traits, and increased appreciation outside of academia for the nature and importance of character.",0070,https://www.templetonworldcharity.org/projects-database/developing-character-project-research-and-dissemination-existence-nature-and
"$1,717,524",Big Questions,,29 March 2013 - 25 March 2016,Europe,"​The central aim of this project is to effect a renaissance in evolutionary biology by asking the following Big Question: Is there an inherent direction to evolution, and if so, what are the implications? This will be via both targeted projects, tackling major but tractable questions, and public outreach. Concerning the former, we will ask (a) Is evolution constrained in its outcomes? and (b) What (if any) limits are there to biological complexity? How constrained evolutionary outcomes might actually be will be addressed by the search for fundamental similarities in the distribution of homoplasies (effectively convergences) in widely disparate phylogenies, combined with the construction of hypothetical phylogenies that will assess the functional credibility of counterfactual forms. The investigation of biological complexity intends to determine whether upper limits can be identified to complex biological systems, and to what extent a given system can be described as optimal. Both are huge areas, but we are confident that by keeping the fundamental questions in focus then we can identify principles that are central to our understanding of evolution. Public outreach will focus on a bespoke website and an ambitious range of associated activities, designed to give crisp summaries of what we do know and as importantly address the unsolved problems. Specific outputs will include a book, about eight peer-reviewed papers and a major e-space footprint to provide a fresh face to evolutionary debates. The project aims to reshape both the scientific and public perception of evolution. In doing so it will redefine the “evolution wars”, emphasizing questions that too often are “off-limits” and so helping to re-engage a sceptical public. Thus in terms of enduring impact we aim at a sea-change in the way evolution is viewed, both by the professional community and by the public at large: the former will be invited to re-visit some cherished assumptions, the latter encouraged in serious engagement.     ​",0037,https://www.templetonworldcharity.org/projects-database/new-agenda-evolution
"$903,807",Character Virtue Development,,15 March 2013 - 14 March 2016,North America,"Fifty years ago, William Bowers (1964) launched his seminal work on cheating behaviors among college students across the nation. He undertook a large-scale, multi-campus study of about 5,000 students in 99 colleges and universities. According to his findings, educational leaders greatly underestimated the magnitude of academic honesty violations among college students. He found that three-fourths of students admitted to at least one form of cheating and over half of students admitted to two forms (Bowers, 1964, p. 48).  Today, the percentage of students who report being engaged in academic dishonesty violations remains high. In a recent book reviewing the state of the literature on academic dishonesty, McCabe, Butterfield, and Treviño (2012) consistently found that more than two-thirds of college students report being involved in incidents of academic dishonesty (p. 71).To better understand and address this problem, various scholars have undertaken a variety of studies of individual factors (e.g. age, gender, social class, ethically desirable traits, religiosity) and curricular as well as co-curricular contextual factors (e.g. honor code, peers’ behaviors, understanding and acceptance of integrity policy, faculty behavior and actions, etc.) that are linked with student dishonesty (for a thorough summary see McCabe et al., 2012). Despite this research, McCabe et al. (2012) noted in their review of individual factors, “Although we know quite a bit, we often don’t have enough high-quality research to make strong claims about such relationships. Clearly, more studies are needed” (p. 89). In light of this need, we are undertaking a national study of traditionally aged college students in partnership with Gallup®. For the quantitative portion of the study, we collected data from a national representative sample of 2,503 students. From the sample, Gallup® recruited 75 participants for the qualitative portion of the study.  In general, we are seeking to gain a greater understanding of individual and social factors that influence cheating.  In addition, we are exploring a promising new line of research that investigates the relationship between academic honesty and virtues such as self-control and life purpose.",0060,https://www.templetonworldcharity.org/projects-database/character-virtues-and-college-students-pilot-study
"$1,680,216",Character Virtue Development,,9 January 2013 - 31 August 2016,Europe,"How we can recognize, support, and inspire outstanding creativity in mathematics from an early age? This innovative project aims to nurture, inspire, and support the development of mathematical genius by encouraging and fostering creativity.Creativity is often overlooked when teaching mathematics. What characterizes the most outstanding mathematicians, however, is their creative flair. They ask new questions, pose new problems, apply familiar techniques in creative ways and make connections between apparently disparate ideas.The project will create a distinct, new program of innovative educational resources, including a substantial collection of resources aimed at students of all ages from 7 to 16. The principal resources we are creating are rich and engaging open tasks, published online on a dedicated project portal, the new Wild Maths website. These rich tasks are presented in thematically-linked pathways supporting progression towards increasingly sophisticated thinking, independence, and creativity. The online resources are designed to encourage students to explore and make connections. They include inspirational, explanatory articles and videos, as well as opportunities for students to share and discuss ideas. Hands-on workshops provide further opportunities to develop and explore mathematical creativity, and a public lecture program provides stimulus and inspiration.In addition, we hope to contribute to a shift in classroom culture towards more creative and collaborative learning by working with teachers and providing rich resources for educators. Further project resources are therefore published on our established NRICH website, adapted for classroom use, and accompanied by teacher guidance.Mathematical creativity is an exciting, emerging field of study and research. This project is one of the first attempts to create a substantial, coherent body of resources specifically focused on fostering genius through developing creativity, and should therefore have a significant enduring impact",0069,https://www.templetonworldcharity.org/projects-database/developing-mathematical-creativity
"$2,148,236",Big Questions,,1 January 2013 - 31 December 2015,Europe,"Scientism is the view that science, and science alone, can give us knowledge, tell us what exists, and answer our moral, existential, and religious questions. The central question in the proposed research project is:   What are the problems of scientism and how can it be overcome? We propose that scientism is not only false, but also harmful. False, because there are other sources of knowledge besides science. Harmful, because it undermines notions that are central to human self-understanding and flourishing, and to various social and professional practices; notions such as free will, rational decision-making, moral character, and religious belief.To find out what the problems of scientism are, and how they can be overcome, we ask three subsidiary questions to be addressed in three parts of the research project: 1. How does scientism manifest itself in research about free will, rational decision making, moral character, and religious belief and how does it affect social and professional practices informed by these areas of research? 2. How can scientism be analysed in a philosophically rigorous manner, what are the arguments for and against it, and how good are these arguments? 3. What does a non-scientistic framework for integrating scientific knowledge with other sources of knowledge look like?In order to conduct the project, we aim to establish The Abraham Kuyper Centre for Science and Religion at VU University Amsterdam, which can accommodate national and international scholars, organise conferences and workshops, maintain a website, and communicate with the press. This Centre will be of great interest in itself during the project as well as assure the impact of the project beyond the funding period. Through this project, we hope to bring about a dismantling of scientism and explicate what science without a commitment to scientism looks like. The enduring impact of the project is that it will free minds, inside and outside academia, to acknowledge various limits of science, as well as to acknowledge extra-scientific sources of knowledge.  ",0038,https://www.templetonworldcharity.org/projects-database/science-beyond-scientism-abraham-kuyper-centre-science-and-religion
"$383,530",Big Questions,,1 January 2013 - 30 June 2015,Europe,"The primary purpose of the grant is to investigate whether and how neuroscience can contribute to increasing joy in people's lives. Given the importance of joy and the presumed control of emotions by the brain, surprisingly little is known about the neurobiological underpinning of increasing joy. Here we approach this question in a series of experiments, using behavioral and neuroimaging methods. The aim is to elucidate causal neurobiological mechanisms related to increasing joy.Correlational studies provide the building blocks for an experiment in which we aim to make people more joyful with a neuroimaging-based training approach. One experiment investigates the role of extrinsic rewards in eliciting joy as opposed to intrinsic up-regulation by functional magnetic resonance imaging. Another experiment investigates the neural effects of a psychological intervention to increase joy. If these experiments are successful, the regions showing commonly enhanced activation in both experiments will serve as regions of interest for the neuroimaging feedback training.These experiments will provide novel insights into the neural implementation of joy and will illuminate the promises but also the limitations and pitfalls of the neurobiological approach to joy. Results may have the potential of revealing a behavioral and non-pharmacological path to increasing joy. More generally, we envisage that the present research will have an impact on the understanding of positive emotions, their differentiability into joy and happiness and their neural underpinning.",0036,https://www.templetonworldcharity.org/projects-database/pathways-joy-neurobiological-account
